id,text,theme,polarity,theme_starts,theme_ends,polarity_id
g187147-d783245-r182683264,Côté cuisine c'est très honorable et il y a un bon rapport qualité/prix.,cuisine,positive,5,12,2
g187147-d783245-r182683264,Côté cuisine c'est très honorable et il y a un bon rapport qualité/prix.,cuisine,positive,5,12,2
g187147-d783245-r182683264,Rien de gastronomique bien sûr mais cuisine de terroir.On vient ici pour passer un bon moment entre copains sans se ruiner et on y revient avec plaisir.,cuisine,positive,36,43,2
g187147-d783786-r234074304,Et bien moi je n'ai absolument rien à redire sur le service !,service,positive,52,59,2
g187147-d783786-r234074304,"Les serveurs et serveuses étaient sympas et tout était très bien organisé, il n'y avait pas du tout de pression au contraire ils étaient tous très cool malgré la tonne de plats qu'ils avaient à servir !",serveurs,positive,4,12,2
g187147-d783786-r234074304,"Les serveurs et serveuses étaient sympas et tout était très bien organisé, il n'y avait pas du tout de pression au contraire ils étaient tous très cool malgré la tonne de plats qu'ils avaient à servir !",serveuses,positive,16,25,2
g187147-d783786-r234074304,Quelques-uns ont vu leur souris d'agneau pas bien cuite donc 2 bouteilles de rouges nous ont été offertes en compensation.,souris d'agneau,negative,25,40,1
g187147-d783786-r234074304,"Moi j'ai pris un filet de boeuf sauce aux morilles, c'était tout à fait délicieux et cuit comme il le fallait, parfait.",filet de boeuf sauce aux morilles,positive,17,50,2
g187147-d783786-r234074304,Les frites maison sont un régal également.,frites,positive,4,10,2
g187147-d783786-r234074304,"Aussi je vous conseille de gouter le mojito, un grand verre pour 5€, super bon.",mojito,positive,37,43,2
g187147-d783786-r234074304,"Aussi je vous conseille de gouter le mojito, un grand verre pour 5€, super bon.",mojito,positive,37,43,2
g187147-d783786-r234074304,"Nous sommes venus un samedi soir, le restaurant était plein, même sur la terrasse, donc un conseil : réservez à l'avance !",restaurant,neutral,37,47,0
g187147-d786001-r274077961,"Un restaurant accueillant, le chef et ses collaborateurs sont très sympas et souriants.",restaurant,positive,3,13,2
g187147-d786001-r274077961,"Un restaurant accueillant, le chef et ses collaborateurs sont très sympas et souriants.",chef,positive,30,34,2
g187147-d786001-r274077961,"Un restaurant accueillant, le chef et ses collaborateurs sont très sympas et souriants.",ses collaborateurs,positive,38,56,2
g187147-d786001-r274077961,L'ambiance y est décontractée et cosy à la fois...,ambiance,positive,2,10,2
g187147-d786001-r274077961,"Une cuisine de bistrot mais très soigneuse, certains plats traditionnels sont excellemment revisités.",cuisine,positive,4,11,2
g187147-d786001-r274077961,"Une cuisine de bistrot mais très soigneuse, certains plats traditionnels sont excellemment revisités.",plats traditionnels,positive,53,72,2
g187147-d786001-r274077961,Le pot au feu aux joues de boeuf est à tomber par terre!,pot au feu aux joues de boeuf,positive,3,32,2
g187147-d786149-r239880232,"L'endroit est sale, la nourriture industrielle et de très mauvaise qualité, le personnel peu aimable, rien dans ce restaurant n'est acceptable.",endroit,negative,2,9,1
g187147-d786149-r239880232,"L'endroit est sale, la nourriture industrielle et de très mauvaise qualité, le personnel peu aimable, rien dans ce restaurant n'est acceptable.",nourriture,negative,23,33,1
g187147-d786149-r239880232,"L'endroit est sale, la nourriture industrielle et de très mauvaise qualité, le personnel peu aimable, rien dans ce restaurant n'est acceptable.",personnel,negative,79,88,1
g187147-d786149-r239880232,"L'endroit est sale, la nourriture industrielle et de très mauvaise qualité, le personnel peu aimable, rien dans ce restaurant n'est acceptable.",restaurant,negative,115,125,1
g187147-d789100-r275092629,"Nous sommes allé, avec ma copine et des amies, l'accueil est chaleureux, le cadre très sympa.",accueil,positive,49,56,2
g187147-d789100-r275092629,"Nous sommes allé, avec ma copine et des amies, l'accueil est chaleureux, le cadre très sympa.",cadre,positive,76,81,2
g187147-d789100-r275092629,"Les couscous et tajines sont délicieux accompagné d'un bon vin rouge marocain de la sympathies du personnel et du thé à la menthe, une soirée très agréable.",couscous,positive,4,12,2
g187147-d789100-r275092629,"Les couscous et tajines sont délicieux accompagné d'un bon vin rouge marocain de la sympathies du personnel et du thé à la menthe, une soirée très agréable.",tajines,positive,16,23,2
g187147-d789100-r275092629,"Les couscous et tajines sont délicieux accompagné d'un bon vin rouge marocain de la sympathies du personnel et du thé à la menthe, une soirée très agréable.",vin rouge marocain,positive,59,77,2
g187147-d789100-r275092629,"Les couscous et tajines sont délicieux accompagné d'un bon vin rouge marocain de la sympathies du personnel et du thé à la menthe, une soirée très agréable.",personnel,positive,98,107,2
g187147-d789100-r275092629,"Les couscous et tajines sont délicieux accompagné d'un bon vin rouge marocain de la sympathies du personnel et du thé à la menthe, une soirée très agréable.",thé à la menthe,positive,114,129,2
g187147-d7910212-r273306333,"Cuisine bonne mais rien d'extraordinaire, lotte, pintade...",Cuisine,neutral,0,7,0
g187147-d7910212-r273306333,"Un menu enfant avec un seul choix de plat et pas possible d'avoir autre chose, nous avons dû commander la pintade beaucoup trop copieuse pour un enfant de 8 ans qui nou sa été compté en plat adulte à 25 euros !",menu enfant,negative,3,14,1
g187147-d7910212-r273306333,"Un menu enfant avec un seul choix de plat et pas possible d'avoir autre chose, nous avons dû commander la pintade beaucoup trop copieuse pour un enfant de 8 ans qui nou sa été compté en plat adulte à 25 euros !",pintade,negative,106,113,1
g187147-d7910212-r273306333,"Un menu enfant avec un seul choix de plat et pas possible d'avoir autre chose, nous avons dû commander la pintade beaucoup trop copieuse pour un enfant de 8 ans qui nou sa été compté en plat adulte à 25 euros !",pintade,negative,106,113,1
g187147-d7910212-r273306333,Une très chère volaille !,volaille,negative,15,23,1
g187147-d7910212-r273306333,"Bref 140 euros à 3 avec 2 verres de vin et une limonade, c'est trop pour un déjeuner très simple.",déjeuner,negative,76,84,1
g187147-d7910212-r273306333,"Service moyen avec un jeune homme dont, à mon avis ce n'est pas le métier.",Service,negative,0,7,1
g187147-d7910212-r273306333,"Service moyen avec un jeune homme dont, à mon avis ce n'est pas le métier.",jeune homme,negative,22,33,1
g187147-d7910212-r273306333,"Le patron breton est, lui, sympa !",patron,positive,3,9,2
g187147-d793191-r257724950,"repas et un vin irréprochable, service impeccable.",service,positive,31,38,2
g187147-d793191-r257724950,"repas et un vin irréprochable, service impeccable.",repas,positive,0,5,2
g187147-d793191-r257724950,"repas et un vin irréprochable, service impeccable.",vin,positive,12,15,2
g187147-d793296-r180039349,"Malgré la bonne volonté de la serveuse, on sent l'endroit assez mal organisé.",serveuse,positive,30,38,2
g187147-d793296-r180039349,"Malgré la bonne volonté de la serveuse, on sent l'endroit assez mal organisé.",endroit,negative,50,57,1
g187147-d793296-r180039349,"En effet , entre les plats qui arrivent en retard et ceux qui ne sont pas cuits comme demandé, c'est un peu agaçant.",plats,negative,21,26,1
g187147-d793296-r180039349,"Les produits sont bons et de bonne qualité cependant et l'endroit, même si un peu sombre à mon goût, n'est pas désagréable.",produits,positive,4,12,2
g187147-d793296-r180039349,"Les produits sont bons et de bonne qualité cependant et l'endroit, même si un peu sombre à mon goût, n'est pas désagréable.",endroit,positive,58,65,2
g187147-d793296-r180039349,A améliorer pour que cela devienne une vraie bonne adresse !,adresse,negative,51,58,1
g187147-d795288-r194158635,"Nous avons beaucoup fréquenté ce petit restaurant , mais là il a beaucoup baissé ...",restaurant,negative,39,49,1
g187147-d795288-r194158635,"On repart avec une faim de loup car les assiettes sont minuscules, et l addition ..., très salée ...",assiettes,negative,40,49,1
g187147-d796790-r259054204,Bel endroit certes et c'est tout ce que je pourrai écrire de positif.,endroit,positive,4,11,2
g187147-d796790-r259054204,Bel endroit certes et c'est tout ce que je pourrai écrire de positif.,endroit,negative,4,11,1
g187147-d796790-r259054204,Un service inexistant et totalement désordonné ; un patron qui passe plus de temps à discuter avec ses amis en plein milieu de la salle de restaurant plutot que de faire son travail.,service,negative,3,10,1
g187147-d796790-r259054204,Un service inexistant et totalement désordonné ; un patron qui passe plus de temps à discuter avec ses amis en plein milieu de la salle de restaurant plutot que de faire son travail.,patron,negative,52,58,1
g187147-d796790-r259054204,Une ambiance qui se veut bobo / parisienne mais alors plutot sur le déclin vu le panel (âgé) de la salle.,ambiance,negative,4,12,1
g187147-d796790-r259054204,"Quant à la nourriture, elle est horrible.",nourriture,negative,11,21,1
g187147-d7972483-r271185057,Un excellent repas mélangeant saveur américaines et savoir faire français de l'entrée jusqu'au dessert.,repas,positive,13,18,2
g187147-d7972483-r271185057,Un excellent repas mélangeant saveur américaines et savoir faire français de l'entrée jusqu'au dessert.,repas,positive,13,18,2
g187147-d7972483-r271185057,"Nous étions 5 et avons gouté 2 entrées, 5 plats et 4 desserts, tous excellents et très bien préparés, particulièrement les entrées.",entrées,positive,31,38,2
g187147-d7972483-r271185057,"Nous étions 5 et avons gouté 2 entrées, 5 plats et 4 desserts, tous excellents et très bien préparés, particulièrement les entrées.",plats,positive,42,47,2
g187147-d7972483-r271185057,"Nous étions 5 et avons gouté 2 entrées, 5 plats et 4 desserts, tous excellents et très bien préparés, particulièrement les entrées.",desserts,positive,53,61,2
g187147-d7972483-r271185057,L'ambiance est chaleureuse et originale et le service sans fausses notes et amical est de plus assez rapide.La sélection des vins est en accord avec la carte et le prix avec la votre ;).,ambiance,positive,2,10,2
g187147-d7972483-r271185057,L'ambiance est chaleureuse et originale et le service sans fausses notes et amical est de plus assez rapide.La sélection des vins est en accord avec la carte et le prix avec la votre ;).,service,positive,46,53,2
g187147-d7972483-r271185057,L'ambiance est chaleureuse et originale et le service sans fausses notes et amical est de plus assez rapide.La sélection des vins est en accord avec la carte et le prix avec la votre ;).,vins,positive,125,129,2
g187147-d798971-r246183177,"A recommander, plats excellents, qualité irréprochable, rapport qualité/prix intéressant.",plats,positive,15,20,2
g187147-d798971-r246183177,"Notre choix, magret de canard, délicieux, cassoulet, excellent et côtes d'agneau à se lécher les babines.",magret de canard,positive,13,29,2
g187147-d798971-r246183177,"Notre choix, magret de canard, délicieux, cassoulet, excellent et côtes d'agneau à se lécher les babines.",côtes d'agneau,positive,66,80,2
g187147-d798971-r246183177,"Notre choix, magret de canard, délicieux, cassoulet, excellent et côtes d'agneau à se lécher les babines.",cassoulet,positive,42,51,2
g187147-d798971-r246183177,"Les desserts ne sont pas en reste, charlotte au choco, pain perdu et café gourmand.",desserts,positive,4,12,2
g187147-d798971-r246183177,Personnel hyper sympa et de bon conseil.,Personnel,positive,0,9,2
g187147-d799578-r31693043,"L'intérieur est sympathique, l'ambiance chaleureuse, le service ""à la bonne franquette"".",intérieur,positive,2,11,2
g187147-d799578-r31693043,"L'intérieur est sympathique, l'ambiance chaleureuse, le service ""à la bonne franquette"".",ambiance,positive,31,39,2
g187147-d799578-r31693043,"L'intérieur est sympathique, l'ambiance chaleureuse, le service ""à la bonne franquette"".",service,neutral,56,63,0
g187147-d799578-r31693043,"En revanche, les plats que nous avons commandés n'avaient franchement rien d'exceptionnel : légumes pas assez cuits, une souris d'agneau servie en grosse portion, sans finesse aucune.",plats,negative,17,22,1
g187147-d799578-r31693043,"En revanche, les plats que nous avons commandés n'avaient franchement rien d'exceptionnel : légumes pas assez cuits, une souris d'agneau servie en grosse portion, sans finesse aucune.",légumes,negative,92,99,1
g187147-d799578-r31693043,"En revanche, les plats que nous avons commandés n'avaient franchement rien d'exceptionnel : légumes pas assez cuits, une souris d'agneau servie en grosse portion, sans finesse aucune.",souris d'agneau,negative,121,136,1
g187147-d799578-r31693043,Bon choix de vins.,vins,positive,13,17,2
g187147-d803519-r282932467,"Petite salade d'été, simple fraîche et pas cher.",salade,positive,7,13,2
g187147-d803519-r282932467,"Petite salade d'été, simple fraîche et pas cher.",salade,positive,7,13,2
g187147-d803519-r282932467,Tiramisu a la fraise efficace en fin de dîner.,Tiramisu a la fraise,positive,0,20,2
g187147-d803519-r282932467,"Service sympa, l'équipe très jeune.",Service,positive,0,7,2
g187147-d803519-r282932467,un des serveurs a le physique d'un enfant de 15ans ;) mais très dynamique et sympa.,serveurs,positive,7,15,2
g187147-d803519-r282932467,"J'y venais souvent il y a quelques année, l'été sur des grandes tables en terrasse à partager de super moments avec ma famille.",terrasse,positive,74,82,2
g187147-d803911-r185527774,Un restaurant surement très réputé mais alors il y a longtemps...,restaurant,negative,3,13,1
g187147-d803911-r185527774,La décoration est restée comme avant et cela a son charme.,décoration,positive,3,13,2
g187147-d803911-r185527774,"Mais dans l'assiette aucune cuisine, du réchauffé industriel comme au resto d'entreprise!",cuisine,negative,28,35,1
g187147-d803911-r185527774,Un serveur sympathique mais c'est le seul point positif.,serveur,positive,3,10,2
g187147-d804109-r161366715,"Très passable, des prix qui refroidissent, un accueil plus que moyen.",accueil,negative,46,53,1
g187147-d804109-r161366715,"Et en prime quand un serveur marche sur vos affaires et casse quelque chose, aucune excuse, on vous apporte la note très rapidement...",serveur,negative,21,28,1
g187147-d809052-r241016390,"Service très lent et désordonné, cuisine surgelée et mauvaise, des assiettes banales qu'un enfant peut préparer et qui ne mettent pas en appétit ...",Service,negative,0,7,1
g187147-d809052-r241016390,"Service très lent et désordonné, cuisine surgelée et mauvaise, des assiettes banales qu'un enfant peut préparer et qui ne mettent pas en appétit ...",cuisine,negative,33,40,1
g187147-d809052-r241016390,"Service très lent et désordonné, cuisine surgelée et mauvaise, des assiettes banales qu'un enfant peut préparer et qui ne mettent pas en appétit ...",assiettes,negative,67,76,1
g187147-d809052-r241016390,Aucune excuse pour le service et l'attente.,service,negative,22,29,1
g187147-d809052-r241016390,Aucune excuse pour le service et l'attente.,attente,negative,35,42,1
g187147-d895824-r231506893,Je ne conseillerais pas cet établissement.,établissement,negative,28,41,1
g187147-d895824-r231506893,"J'ai pris un tartare coupé au couteau mais le boeuf était de très mauvaise qualité, la viande toute fibreuse et dure et le plat n'avait donc aucune saveur.",tartare,negative,13,20,1
g187147-d895824-r231506893,"J'ai pris un tartare coupé au couteau mais le boeuf était de très mauvaise qualité, la viande toute fibreuse et dure et le plat n'avait donc aucune saveur.",boeuf,negative,46,51,1
g187147-d895824-r231506893,"J'ai pris un tartare coupé au couteau mais le boeuf était de très mauvaise qualité, la viande toute fibreuse et dure et le plat n'avait donc aucune saveur.",viande,negative,87,93,1
g187147-d895824-r231506893,"J'ai pris un tartare coupé au couteau mais le boeuf était de très mauvaise qualité, la viande toute fibreuse et dure et le plat n'avait donc aucune saveur.",plat,negative,123,127,1
g187147-d895824-r231506893,"Moi qui adore le tartare, je n'en ai même pas mangé les 3/4.",tartare,negative,17,24,1
g187147-d895824-r231506893,Ce n'était pas frais et la viande était mauvaise.,viande,negative,27,33,1
g187147-d945494-r280101574,"Un ami nous a recommandé ce restaurant, et il a eu bien raison.",restaurant,positive,28,38,2
g187147-d945494-r280101574,"Accueil très chaleureuse , service impeccable, les gerants sont très sympathique et très professionnel.",service,positive,27,34,2
g187147-d945494-r280101574,"Accueil très chaleureuse , service impeccable, les gerants sont très sympathique et très professionnel.",gerants,positive,51,58,2
g187147-d945494-r280101574,"La qualité de la nourriture est juste magnifique, on peut même repartir avec des petits pots ou ingrédients utilisé par le restaurant qui sont vendu à la sortie.",nourriture,positive,17,27,2
g187147-d947484-r266104321,"L'accueil est vraiment conviviale, c'est un petit paradis quand on est en terrasse, la cuisine est excellente.",accueil,positive,2,9,2
g187147-d947484-r266104321,"L'accueil est vraiment conviviale, c'est un petit paradis quand on est en terrasse, la cuisine est excellente.",terrasse,positive,74,82,2
g187147-d947484-r266104321,"L'accueil est vraiment conviviale, c'est un petit paradis quand on est en terrasse, la cuisine est excellente.",cuisine,positive,87,94,2
g187147-d949737-r258138594,Par malchance je n'avais pas consulté les avis avant de décider de notre dîner dans ce restaurant quelle erreur !,restaurant,negative,87,97,1
g187147-d949737-r258138594,"L'apéritif inclus ne nous est pas servi et les entrées sont amenées précipitamment jusque là rien de trop grave ...foie gras et saumon corrects puis une heure d'attente pour avoir les plats : un tartare et un pavé au poivre la viande devait être de qualité correcte sensée être une sélection Hugo Desnoyer (mauvaise idée de laisser maltraiter ainsi ses produits) mais si le tartare est mangeable bien que peu assaisonné le pavé lui est cuit façon semelle sèche et charbonneuse mais effectivement saignante à coeur, un exploit et l'huile utilisée pour les frites n'a pas dû être filtrée donc elles sont plutôt bonnes mais grises ...",foie gras,neutral,115,124,0
g187147-d949737-r258138594,"L'apéritif inclus ne nous est pas servi et les entrées sont amenées précipitamment jusque là rien de trop grave ...foie gras et saumon corrects puis une heure d'attente pour avoir les plats : un tartare et un pavé au poivre la viande devait être de qualité correcte sensée être une sélection Hugo Desnoyer (mauvaise idée de laisser maltraiter ainsi ses produits) mais si le tartare est mangeable bien que peu assaisonné le pavé lui est cuit façon semelle sèche et charbonneuse mais effectivement saignante à coeur, un exploit et l'huile utilisée pour les frites n'a pas dû être filtrée donc elles sont plutôt bonnes mais grises ...",saumon,neutral,128,134,0
g187147-d949737-r258138594,"L'apéritif inclus ne nous est pas servi et les entrées sont amenées précipitamment jusque là rien de trop grave ...foie gras et saumon corrects puis une heure d'attente pour avoir les plats : un tartare et un pavé au poivre la viande devait être de qualité correcte sensée être une sélection Hugo Desnoyer (mauvaise idée de laisser maltraiter ainsi ses produits) mais si le tartare est mangeable bien que peu assaisonné le pavé lui est cuit façon semelle sèche et charbonneuse mais effectivement saignante à coeur, un exploit et l'huile utilisée pour les frites n'a pas dû être filtrée donc elles sont plutôt bonnes mais grises ...",attente,negative,161,168,1
g187147-d949737-r258138594,"L'apéritif inclus ne nous est pas servi et les entrées sont amenées précipitamment jusque là rien de trop grave ...foie gras et saumon corrects puis une heure d'attente pour avoir les plats : un tartare et un pavé au poivre la viande devait être de qualité correcte sensée être une sélection Hugo Desnoyer (mauvaise idée de laisser maltraiter ainsi ses produits) mais si le tartare est mangeable bien que peu assaisonné le pavé lui est cuit façon semelle sèche et charbonneuse mais effectivement saignante à coeur, un exploit et l'huile utilisée pour les frites n'a pas dû être filtrée donc elles sont plutôt bonnes mais grises ...",tartare,neutral,374,381,0
g187147-d949737-r258138594,"L'apéritif inclus ne nous est pas servi et les entrées sont amenées précipitamment jusque là rien de trop grave ...foie gras et saumon corrects puis une heure d'attente pour avoir les plats : un tartare et un pavé au poivre la viande devait être de qualité correcte sensée être une sélection Hugo Desnoyer (mauvaise idée de laisser maltraiter ainsi ses produits) mais si le tartare est mangeable bien que peu assaisonné le pavé lui est cuit façon semelle sèche et charbonneuse mais effectivement saignante à coeur, un exploit et l'huile utilisée pour les frites n'a pas dû être filtrée donc elles sont plutôt bonnes mais grises ...",tartare,negative,374,381,1
g187147-d949737-r258138594,"L'apéritif inclus ne nous est pas servi et les entrées sont amenées précipitamment jusque là rien de trop grave ...foie gras et saumon corrects puis une heure d'attente pour avoir les plats : un tartare et un pavé au poivre la viande devait être de qualité correcte sensée être une sélection Hugo Desnoyer (mauvaise idée de laisser maltraiter ainsi ses produits) mais si le tartare est mangeable bien que peu assaisonné le pavé lui est cuit façon semelle sèche et charbonneuse mais effectivement saignante à coeur, un exploit et l'huile utilisée pour les frites n'a pas dû être filtrée donc elles sont plutôt bonnes mais grises ...",pavé,negative,423,427,1
g187147-d949737-r258138594,"L'apéritif inclus ne nous est pas servi et les entrées sont amenées précipitamment jusque là rien de trop grave ...foie gras et saumon corrects puis une heure d'attente pour avoir les plats : un tartare et un pavé au poivre la viande devait être de qualité correcte sensée être une sélection Hugo Desnoyer (mauvaise idée de laisser maltraiter ainsi ses produits) mais si le tartare est mangeable bien que peu assaisonné le pavé lui est cuit façon semelle sèche et charbonneuse mais effectivement saignante à coeur, un exploit et l'huile utilisée pour les frites n'a pas dû être filtrée donc elles sont plutôt bonnes mais grises ...",frites,negative,555,561,1
g187147-d949737-r258138594,"L'apéritif inclus ne nous est pas servi et les entrées sont amenées précipitamment jusque là rien de trop grave ...foie gras et saumon corrects puis une heure d'attente pour avoir les plats : un tartare et un pavé au poivre la viande devait être de qualité correcte sensée être une sélection Hugo Desnoyer (mauvaise idée de laisser maltraiter ainsi ses produits) mais si le tartare est mangeable bien que peu assaisonné le pavé lui est cuit façon semelle sèche et charbonneuse mais effectivement saignante à coeur, un exploit et l'huile utilisée pour les frites n'a pas dû être filtrée donc elles sont plutôt bonnes mais grises ...",viande,neutral,227,233,0
g187147-d949737-r258138594,De nouveau 30 à 40 mn d'attente pour les desserts qui ne sont pas mangeables et renvoyés à la 2ème bouchée tarte fine au pommes trop froide et glace vanille arrivée à moitié fondue et pour mon mari crêpes cartonnées ...,desserts,negative,41,49,1
g187147-d949737-r258138594,De nouveau 30 à 40 mn d'attente pour les desserts qui ne sont pas mangeables et renvoyés à la 2ème bouchée tarte fine au pommes trop froide et glace vanille arrivée à moitié fondue et pour mon mari crêpes cartonnées ...,tarte fine au pommes,negative,107,127,1
g187147-d949737-r258138594,De nouveau 30 à 40 mn d'attente pour les desserts qui ne sont pas mangeables et renvoyés à la 2ème bouchée tarte fine au pommes trop froide et glace vanille arrivée à moitié fondue et pour mon mari crêpes cartonnées ...,glace vanille,negative,143,156,1
g187147-d949737-r258138594,De nouveau 30 à 40 mn d'attente pour les desserts qui ne sont pas mangeables et renvoyés à la 2ème bouchée tarte fine au pommes trop froide et glace vanille arrivée à moitié fondue et pour mon mari crêpes cartonnées ...,crêpes,negative,198,204,1
g187147-d949737-r258138594,De nouveau 30 à 40 mn d'attente pour les desserts qui ne sont pas mangeables et renvoyés à la 2ème bouchée tarte fine au pommes trop froide et glace vanille arrivée à moitié fondue et pour mon mari crêpes cartonnées ...,attente,negative,24,31,1
g187147-d949737-r258138594,Passons rapidement sur la carafe d'eau arrivée à mi repas et le vin jamais resservi la musique façon rave pas adaptée et pour finir pas un geste sur l'addition pour nous rendre plus indulgents ?,musique,negative,87,94,1
g187147-d949737-r258138594,Le cadre sympathique et un peu de professionnalisme pourraient redresser la barre mais à l'heure actuelle rapport qualité prix réellement exécrable,cadre,positive,3,8,2
g187147-d953748-r244202182,De pire en pire... cette crêperie que nous côtoyons depuis bientôt 10 ans a gagné en décoration autant qu'elle a perdu en goût et qualité dans les assiettes...,assiettes,negative,147,156,1
g187147-d953748-r244202182,De pire en pire... cette crêperie que nous côtoyons depuis bientôt 10 ans a gagné en décoration autant qu'elle a perdu en goût et qualité dans les assiettes...,décoration,positive,85,95,2
g187147-d953748-r244202182,De pire en pire... cette crêperie que nous côtoyons depuis bientôt 10 ans a gagné en décoration autant qu'elle a perdu en goût et qualité dans les assiettes...,crêperie,negative,25,33,1
g187147-d953748-r244202182,"Crêpes et galettes qui arrivent 2min30 après avoir passé la commande...très sèches...pas de saveurs et surtout une soirée de crampes d'estomac pour les 4 personnes qui étaient autour de la table, à peine 20min après le diner !!!",Crêpes et galettes,negative,0,18,1
g187147-d953748-r244202182,Nous regrettons la bonne crêperie d'il y a quelques années et n'y retournerons finalement plus !,crêperie,negative,25,33,1
g187147-d953748-r244202182,Malgré une terrasse ensoleillée et verdoyante très agréable aux beaux jours...DOMMAGE,terrasse,positive,11,19,2
g187151-d2632598-r222747220,Bon accueil mais service un peu long.,accueil,positive,4,11,2
g187151-d2632598-r222747220,Bon accueil mais service un peu long.,service,negative,17,24,1
g187151-d2632598-r222747220,Nous n'avons goûté que les pizzas qui étaient quelconques.,pizzas,negative,27,33,1
g187151-d3325374-r135868379,"Service ultra lent, serveuses sans sourire ni amabilité minimale, besoin de réclamer la carte, galette œuf jambon fromage sans saveur et triste présentation.",serveuses,negative,20,29,1
g187151-d3325374-r135868379,"Service ultra lent, serveuses sans sourire ni amabilité minimale, besoin de réclamer la carte, galette œuf jambon fromage sans saveur et triste présentation.",Service,negative,0,7,1
g187151-d3325374-r135868379,"Service ultra lent, serveuses sans sourire ni amabilité minimale, besoin de réclamer la carte, galette œuf jambon fromage sans saveur et triste présentation.",galette œuf jambon fromage,negative,95,121,1
g187151-d3325374-r135868379,"Service ultra lent, serveuses sans sourire ni amabilité minimale, besoin de réclamer la carte, galette œuf jambon fromage sans saveur et triste présentation.",galette œuf jambon fromage,negative,95,121,1
g187151-d3325374-r135868379,Gros effort à faire sur la cuisine et le service.,cuisine,negative,27,34,1
g187151-d3325374-r135868379,Gros effort à faire sur la cuisine et le service.,service,negative,41,48,1
g187151-d3325374-r277158312,Nous avons été attiré comme les autres personnes par la terrasse et les prix bas.,terrasse,positive,56,64,2
g187151-d3325374-r277158312,"Nous avons demandé du Coca-Cola et on nous a servi du soda discount sans nous en avoir informé, qui plus est il était chaud.",soda,negative,54,58,1
g187151-d3325374-r277158312,"Lorsque nous l'avons fait remarqué, les serveuses ont pris l'air de ne pas comprendre.",serveuses,negative,40,49,1
g187151-d3325374-r277158312,"L'entrée était très maigre, surtout de la salade.",entrée,negative,2,8,1
g187151-d3325374-r277158312,"La serveuse a rigolé quant nous lui avons expliqué ne pas apprécier leur conversation, nous avons donc compris le sérieux de l'établissement ....",serveuse,negative,3,11,1
g187151-d3325374-r277158312,Je vous déconseille totalement ce restaurant médiocre ou malheureusement beaucoup de touristes étrangers se font piéger.,restaurant,negative,34,44,1
g187151-d3325374-r277158312,"J'ai remarqué un petit écriteau qui indiqué que leur viande de canard venait des pays de l'Est, un comble pour le pays du cassoulet.",viande de canard,negative,53,69,1
g187155-d2467288-r225229825,"Test du menu à 9.90 plat et dessert : pièce de bœuf de 3 millimètres d épaisseur 4 centimètres de large sans goût une honte, desset crème caramel au beurre salé industrielle chimique pas bon",pièce de bœuf,negative,38,51,1
g187155-d2467288-r225229825,"Test du menu à 9.90 plat et dessert : pièce de bœuf de 3 millimètres d épaisseur 4 centimètres de large sans goût une honte, desset crème caramel au beurre salé industrielle chimique pas bon",desset crème caramel au beurre salé,negative,125,160,1
g187155-d2467288-r225229825,Je déconseille ce restaurant,restaurant,negative,18,28,1
g187155-d2656941-r251469423,"Nous saluons et demandons une table, ce qui pour des restaurateurs est le comble, nous avons eu l'air de les déranger , je n'avais jamais vu ça, les clients les gonflaient, clairement !",restaurateurs,negative,53,66,1
g187155-d2656941-r251469423,"Pendant le repas, nous avons vu un serveur dégouté de son travail (ou peut être de l'ambiance à son travail ) ; la ""patronne"", en tout cas, celle qui avait l'air d'avoir un poste plus élévé, est celle qui a été la plus désagréable.",serveur,negative,35,42,1
g187155-d2656941-r251469423,"Pendant le repas, nous avons vu un serveur dégouté de son travail (ou peut être de l'ambiance à son travail ) ; la ""patronne"", en tout cas, celle qui avait l'air d'avoir un poste plus élévé, est celle qui a été la plus désagréable.",patronne,negative,116,124,1
g187155-d2656941-r251469423,"Pendant le repas, nous avons vu un serveur dégouté de son travail (ou peut être de l'ambiance à son travail ) ; la ""patronne"", en tout cas, celle qui avait l'air d'avoir un poste plus élévé, est celle qui a été la plus désagréable.",ambiance,negative,85,93,1
g187155-d2656941-r251469423,"La nourriture, intolérable !",nourriture,negative,3,13,1
g187155-d2656941-r251469423,"des plats sans passion, vaisselle cassée, plat du jour ( riz crustacés en gros ) très sec, sans sauce, gambas pas fraîches, une pauvre décoration superflue... bref aucun goût.",décoration,negative,135,145,1
g187155-d2656941-r251469423,"des plats sans passion, vaisselle cassée, plat du jour ( riz crustacés en gros ) très sec, sans sauce, gambas pas fraîches, une pauvre décoration superflue... bref aucun goût.",plats,negative,4,9,1
g187155-d2656941-r251469423,"des plats sans passion, vaisselle cassée, plat du jour ( riz crustacés en gros ) très sec, sans sauce, gambas pas fraîches, une pauvre décoration superflue... bref aucun goût.",plat du jour,negative,42,54,1
g187155-d2656941-r251469423,"des plats sans passion, vaisselle cassée, plat du jour ( riz crustacés en gros ) très sec, sans sauce, gambas pas fraîches, une pauvre décoration superflue... bref aucun goût.",gambas,negative,103,109,1
g187155-d2656941-r251469423,Si encore les plats avaient pu rattrapper le personnel !!,plats,negative,14,19,1
g187155-d2656941-r251469423,Si encore les plats avaient pu rattrapper le personnel !!,personnel,negative,45,54,1
